id,number,segmentId,departureTime,arrivalTime
5287,U29987,499,18:05:00,22:27:49.1300000
5288,U22678,499,23:50:00,1.04:20:49.1300000
5289,U23415,499,23:51:00,1.04:14:49.1300000
5290,U29073,499,17:51:00,22:29:49.1300000
5291,U28425,499,09:46:00,14:22:49.1300000
5292,U28258,499,10:08:00,14:40:49.1300000
5293,U26550,499,16:52:00,21:16:49.1300000
5294,U24741,500,18:58:00,22:50:00.6420000
5295,U26585,500,02:48:00,06:48:00.6420000
5296,U22687,500,1.01:07:00,1.05:15:00.6420000
5297,U26440,500,19:08:00,23:02:00.6420000
5298,U25689,500,06:16:00,10:15:00.6420000
5299,U26988,500,16:11:00,20:21:00.6420000
5300,U26198,500,06:20:00,10:24:00.6420000
5301,U25569,500,17:39:00,21:43:00.6420000
5302,U21409,500,20:13:00,1.00:31:00.6420000
5303,U25038,500,1.00:57:00,1.05:01:00.6420000
5304,U25484,500,03:48:00,08:01:00.6420000
5305,U22661,500,12:14:00,16:28:00.6420000
5306,U23349,501,20:49:00,1.01:41:20.1540000
5307,U24811,501,22:23:00,1.02:50:20.1540000
5308,U21119,501,1.00:17:00,1.05:05:20.1540000
5309,U22578,501,11:33:00,16:06:20.1540000
5310,U24691,501,15:17:00,19:55:20.1540000
5311,U24350,501,13:35:00,18:16:20.1540000
5312,U27200,501,19:04:00,23:51:20.1540000
5313,U21708,502,1.01:12:00,1.05:51:27.0830000
5314,U23465,502,23:12:00,1.03:49:27.0830000
5315,U24173,502,06:43:00,11:00:27.0830000
5316,U27830,502,05:15:00,09:33:27.0830000
5317,U26044,502,09:44:00,14:02:27.0830000
5318,U29713,502,06:16:00,10:33:27.0830000
5319,U26296,502,19:47:00,1.00:10:27.0830000
5320,U21262,502,02:17:00,06:36:27.0830000
5321,U24700,503,16:26:00,21:13:09.6980000
5322,U25639,503,13:05:00,17:45:09.6980000
5323,U24777,503,19:09:00,1.00:03:09.6980000
5324,U27815,503,22:46:00,1.03:16:09.6980000
5325,U26575,503,02:14:00,06:55:09.6980000
5326,U22058,503,1.01:10:00,1.05:43:09.6980000
5327,U26180,503,23:12:00,1.03:45:09.6980000
5328,U25508,504,14:07:00,17:11:28.3920000
5329,U25815,504,08:19:00,11:07:28.3920000
5330,U29603,504,13:18:00,16:03:28.3920000
5331,U26043,504,18:38:00,21:40:28.3920000
5332,U26368,504,23:16:00,1.02:02:28.3920000
5333,U26516,504,12:57:00,15:44:28.3920000
5334,U22697,504,17:15:00,20:15:28.3920000
5335,U28925,504,11:05:00,13:52:28.3920000
5336,U23759,504,03:24:00,06:07:28.3920000
5337,U26520,504,12:26:00,15:09:28.3920000
5338,U25952,505,19:36:00,21:50:20.8440000
5339,U21209,505,05:24:00,07:34:20.8440000
5340,U22721,505,20:27:00,22:40:20.8440000
5341,U27523,505,23:07:00,1.01:40:20.8440000
5342,U28284,505,18:27:00,20:57:20.8440000
5343,U24610,505,16:09:00,18:20:20.8440000
5344,U28798,505,12:09:00,14:23:20.8440000
5345,U29791,505,01:48:00,04:22:20.8440000
5346,U24430,505,04:37:00,06:47:20.8440000
5347,U26776,505,23:28:00,1.01:52:20.8440000
5348,U24626,505,12:12:00,14:30:20.8440000
5349,U27317,505,20:00:00,22:37:20.8440000
5350,U23654,505,17:33:00,19:55:20.8440000
5351,U27179,506,18:41:00,21:24:05.4290000
5352,U26777,506,14:13:00,17:18:05.4290000
5353,U27257,506,12:26:00,15:11:05.4290000
5354,U21178,506,16:49:00,19:49:05.4290000
5355,U28227,506,02:05:00,05:06:05.4290000
5356,U25403,506,20:35:00,23:46:05.4290000
5357,U21877,507,08:48:00,11:35:40.1490000
5358,U23299,507,08:23:00,11:16:40.1490000
5359,U28773,507,16:28:00,19:28:40.1490000
5360,U21672,507,21:25:00,1.00:11:40.1490000
5361,U25840,507,10:25:00,13:11:40.1490000
5362,U28365,507,07:04:00,10:03:40.1490000
5363,U27110,507,12:52:00,15:43:40.1490000
5364,U28520,507,17:11:00,20:04:40.1490000
5365,U29612,507,17:10:00,19:55:40.1490000
5366,U22403,507,20:24:00,23:19:40.1490000
5367,U27060,507,23:22:00,1.02:22:40.1490000
5368,U28956,507,21:00:00,1.00:00:40.1490000
5369,U29282,508,22:23:00,1.01:04:02.1000000
5370,U27163,508,10:39:00,13:13:02.1000000
5371,U22363,508,02:14:00,04:46:02.1000000
5372,U25959,508,18:58:00,21:55:02.1000000
5373,U27339,508,01:30:00,04:12:02.1000000
5374,U28090,508,07:23:00,10:09:02.1000000
5375,U24807,508,14:14:00,16:48:02.1000000
5376,U22835,508,13:30:00,16:12:02.1000000
5377,U22853,508,19:38:00,22:32:02.1000000
5378,U27824,509,02:57:00,05:19:21.2140000
5379,U21208,509,12:59:00,15:29:21.2140000
5380,U29035,509,01:12:00,03:30:21.2140000
5381,U28073,509,08:53:00,11:02:21.2140000
5382,U29303,509,03:13:00,05:29:21.2140000
5383,U28999,509,10:57:00,13:23:21.2140000
5384,U28526,509,19:27:00,21:32:21.2140000
5385,U26038,509,10:07:00,12:11:21.2140000
5386,U21880,509,12:09:00,14:28:21.2140000
5387,U21986,509,20:37:00,22:57:21.2140000
5388,U27005,509,1.00:09:00,1.02:32:21.2140000
5389,U22653,510,08:34:00,11:11:04.3470000
5390,U24377,510,15:28:00,18:08:04.3470000
5391,U25597,510,13:12:00,16:04:04.3470000
5392,U25288,510,23:19:00,1.02:06:04.3470000
5393,U22927,510,08:08:00,10:55:04.3470000
5394,U28302,510,09:24:00,11:54:04.3470000
5395,U21294,510,07:15:00,09:41:04.3470000
5396,U29180,510,18:21:00,21:08:04.3470000
5397,U27569,510,21:04:00,23:46:04.3470000
5398,U25147,510,11:34:00,14:15:04.3470000
5399,U24250,510,03:22:00,05:50:04.3470000
5400,U23248,511,03:32:00,05:45:07.6060000
5401,U24404,511,02:03:00,04:36:07.6060000
5402,U27858,511,10:40:00,13:16:07.6060000
5403,U29128,511,10:50:00,13:00:07.6060000
5404,U21764,511,15:01:00,17:24:07.6060000
5405,U26268,511,21:38:00,1.00:12:07.6060000
5406,U29875,511,14:48:00,17:22:07.6060000
5407,U29461,511,20:16:00,22:47:07.6060000
5408,U25179,511,22:55:00,1.01:13:07.6060000
5409,U23963,511,1.00:19:00,1.02:31:07.6060000
5410,U22950,511,12:30:00,15:04:07.6060000
5411,U23543,511,22:33:00,1.00:46:07.6060000
5412,U22377,512,21:54:00,1.00:23:47.4480000
5413,U21563,512,1.00:20:00,1.03:04:47.4480000
5414,U22057,512,02:26:00,04:53:47.4480000
5415,U22391,512,22:27:00,1.01:16:47.4480000
5416,U22693,512,19:38:00,22:26:47.4480000
5417,U23068,512,21:24:00,1.00:07:47.4480000
5418,U24042,512,18:33:00,21:24:47.4480000
5419,U21887,512,1.00:27:00,1.02:51:47.4480000
5420,U27542,512,16:17:00,19:05:47.4480000
5421,U26548,512,23:01:00,1.01:26:47.4480000
5422,U25673,512,17:04:00,19:32:47.4480000
5423,U24077,512,05:31:00,08:19:47.4480000
5424,U25164,512,07:51:00,10:26:47.4480000
5425,U23750,512,18:31:00,21:09:47.4480000
5426,U21580,512,17:19:00,20:00:47.4480000
5427,U26141,512,19:14:00,22:03:47.4480000
5428,U23723,512,04:20:00,06:58:47.4480000
5429,U22253,512,01:59:00,04:47:47.4480000
5430,U21881,512,07:49:00,10:22:47.4480000
5431,U21297,513,02:31:00,05:25:55.4190000
5432,U28189,513,19:41:00,22:17:55.4190000
5433,U25671,513,13:05:00,15:41:55.4190000
5434,U27564,513,04:42:00,07:26:55.4190000
5435,U28538,513,13:39:00,16:21:55.4190000
5436,U24302,513,1.00:26:00,1.03:28:55.4190000
5437,U26614,513,12:20:00,14:56:55.4190000
5438,U21390,513,08:57:00,12:00:55.4190000
5439,U27458,514,01:50:00,04:39:03.7840000
5440,U21161,514,02:26:00,05:11:03.7840000
5441,U29038,514,14:11:00,16:35:03.7840000
5442,U26315,514,1.00:58:00,1.03:36:03.7840000
5443,U25066,514,18:45:00,21:11:03.7840000
5444,U28687,514,15:26:00,17:49:03.7840000
5445,U21890,514,23:08:00,1.01:56:03.7840000
5446,U26053,514,11:58:00,14:30:03.7840000
5447,U23335,514,16:33:00,19:11:03.7840000
5448,U24614,514,15:02:00,17:40:03.7840000
5449,U29539,514,18:16:00,20:39:03.7840000
5450,U27038,515,07:58:00,10:35:41.6430000
5451,U29805,515,04:02:00,06:55:41.6430000
5452,U21964,515,05:25:00,08:07:41.6430000
5453,U23028,515,06:30:00,09:31:41.6430000
5454,U28100,515,22:47:00,1.01:22:41.6430000
5455,U22494,515,10:57:00,13:33:41.6430000
5456,U26893,515,02:43:00,05:17:41.6430000
5457,U24376,515,12:49:00,15:39:41.6430000
5458,U27513,516,13:38:00,15:54:03.3450000
5459,U28397,516,10:16:00,12:32:03.3450000
5460,U24813,516,12:24:00,14:36:03.3450000
5461,U25392,516,11:15:00,13:35:03.3450000
5462,U26861,516,20:42:00,23:01:03.3450000
5463,U22617,516,03:41:00,05:47:03.3450000
5464,U28879,516,13:39:00,16:08:03.3450000
5465,U29726,516,01:07:00,03:20:03.3450000
5466,U27560,516,14:11:00,16:32:03.3450000
5467,U25927,516,14:52:00,17:07:03.3450000
5468,U23744,517,06:06:00,09:42:19.1120000
5469,U21116,517,18:06:00,22:01:19.1120000
5470,U28574,517,07:17:00,10:53:19.1120000
5471,U27278,517,06:42:00,10:31:19.1120000
5472,U21038,517,07:42:00,11:36:19.1120000
5473,U27625,517,16:14:00,19:58:19.1120000
5474,U21927,517,23:48:00,1.03:33:19.1120000
5475,U28532,517,11:23:00,15:02:19.1120000
5476,U26460,517,1.00:10:00,1.04:09:19.1120000
5477,U23938,517,14:03:00,17:40:19.1120000
5478,U29630,517,12:42:00,16:21:19.1120000
5479,U29715,517,10:00:00,13:40:19.1120000
5480,U27992,517,01:35:00,05:29:19.1120000
5481,U25075,518,01:18:00,04:25:22.2040000
5482,U28148,518,18:08:00,21:33:22.2040000
5483,U23440,518,1.00:57:00,1.04:18:22.2040000
5484,U24732,518,21:59:00,1.01:16:22.2040000
5485,U23539,518,11:18:00,14:34:22.2040000
5486,U21324,518,20:39:00,1.00:07:22.2040000
5487,U25433,518,02:39:00,05:46:22.2040000
5488,U26450,518,20:53:00,1.00:04:22.2040000
5489,U25787,518,20:33:00,23:57:22.2040000
5490,U21216,518,12:46:00,16:15:22.2040000
5491,U22012,519,1.00:17:00,1.03:31:38.7100000
5492,U29129,519,14:48:00,17:52:38.7100000
5493,U24514,519,18:43:00,21:54:38.7100000
5494,U27312,519,17:00:00,20:02:38.7100000
5495,U25955,519,19:22:00,22:34:38.7100000
5496,U21504,519,08:14:00,11:32:38.7100000
5497,U27342,519,18:02:00,20:54:38.7100000
5498,U26202,519,08:05:00,11:02:38.7100000
5499,U23773,519,14:19:00,17:12:38.7100000
5500,U21942,519,12:21:00,15:29:38.7100000
5501,U26643,519,23:56:00,1.03:01:38.7100000
5502,U28128,519,11:13:00,14:08:38.7100000
5503,U28566,519,11:14:00,14:10:38.7100000
5504,U27461,519,21:27:00,1.00:38:38.7100000
5505,U26154,520,11:28:00,15:28:20.5610000
5506,U26369,520,20:48:00,1.00:42:20.5610000
5507,U22432,520,17:51:00,21:34:20.5610000
5508,U22416,520,22:38:00,1.02:19:20.5610000
5509,U26135,520,1.00:25:00,1.04:23:20.5610000
5510,U26725,520,11:49:00,15:45:20.5610000
5511,U24623,520,09:36:00,13:15:20.5610000
5512,U22820,520,04:33:00,08:19:20.5610000
5513,U27834,521,15:51:00,19:09:20.3330000
5514,U26923,521,13:12:00,16:24:20.3330000
5515,U28002,521,14:01:00,17:17:20.3330000
5516,U21668,521,09:27:00,12:24:20.3330000
5517,U22942,521,04:06:00,07:00:20.3330000
5518,U29590,521,1.00:37:00,1.03:51:20.3330000
5519,U27969,521,10:57:00,13:48:20.3330000
5520,U22593,521,23:51:00,1.02:59:20.3330000
5521,U29853,521,13:49:00,16:48:20.3330000
5522,U23912,522,1.00:24:00,1.03:15:07.6100000
5523,U23347,522,15:08:00,18:05:07.6100000
5524,U29557,522,03:11:00,05:57:07.6100000
5525,U27957,522,08:17:00,11:03:07.6100000
5526,U28182,522,18:46:00,21:53:07.6100000
5527,U26600,522,12:04:00,14:48:07.6100000
5528,U25769,522,12:01:00,15:03:07.6100000
5529,U26848,522,10:45:00,13:41:07.6100000
5530,U29885,522,16:32:00,19:36:07.6100000
5531,U29330,523,09:49:00,14:16:34.2920000
5532,U21415,523,12:18:00,16:45:34.2920000
5533,U27180,523,10:41:00,14:51:34.2920000
5534,U24529,523,08:18:00,12:31:34.2920000
5535,U27883,523,20:22:00,1.00:39:34.2920000
5536,U21532,523,07:40:00,12:15:34.2920000
5537,U21182,523,06:15:00,10:22:34.2920000
5538,U28591,523,23:09:00,1.03:37:34.2920000
5539,U25843,523,05:50:00,10:23:34.2920000
5540,U21873,523,22:53:00,1.03:26:34.2920000
5541,U28389,524,03:03:00,07:24:07.6420000
5542,U24103,524,17:33:00,21:37:07.6420000
5543,U24892,524,16:38:00,20:40:07.6420000
5544,U27045,524,16:10:00,20:28:07.6420000
5545,U26146,524,14:23:00,18:27:07.6420000
5546,U24384,524,07:58:00,12:12:07.6420000
5547,U26513,524,04:41:00,08:47:07.6420000
5548,U21110,524,02:02:00,06:04:07.6420000
5549,U21338,524,06:35:00,10:37:07.6420000
5550,U26716,525,16:23:00,19:03:28.3990000
5551,U26316,525,18:42:00,21:36:28.3990000
5552,U27789,525,12:18:00,15:18:28.3990000
5553,U22438,525,08:37:00,11:20:28.3990000
5554,U28986,525,02:48:00,05:30:28.3990000
5555,U25535,525,21:10:00,23:53:28.3990000
5556,U27137,526,08:16:00,12:00:28.3920000
5557,U25202,526,17:28:00,21:18:28.3920000
5558,U29027,526,08:32:00,12:32:28.3920000
5559,U29524,526,14:23:00,18:05:28.3920000
5560,U28142,526,12:46:00,16:24:28.3920000
5561,U21866,526,03:47:00,07:26:28.3920000
5562,U27567,526,16:52:00,20:32:28.3920000
5563,U21145,526,04:07:00,07:58:28.3920000
5564,U23688,527,00:21:00,01:39:05.4480000
5565,U27440,527,10:06:00,11:35:05.4480000
5566,U25922,527,07:15:00,08:55:05.4480000
5567,U25327,527,06:52:00,08:24:05.4480000
5568,U28938,527,20:16:00,21:36:05.4480000
5569,U29068,527,15:11:00,16:33:05.4480000
5570,U27482,527,02:54:00,04:06:05.4480000
5571,U27273,527,21:40:00,22:55:05.4480000
5572,U24679,527,12:58:00,14:28:05.4480000
5573,U24886,527,19:50:00,21:06:05.4480000
5574,U21274,527,01:37:00,03:17:05.4480000
5575,U21298,528,01:30:00,02:57:34.0540000
5576,U28349,528,03:20:00,04:41:34.0540000
5577,U26102,528,09:54:00,11:22:34.0540000
5578,U26250,528,22:26:00,23:46:34.0540000
5579,U22441,528,04:45:00,06:21:34.0540000
5580,U25225,528,20:17:00,21:36:34.0540000
5581,U24743,528,02:15:00,03:46:34.0540000
5582,U24724,528,07:16:00,08:48:34.0540000
5583,U27562,528,01:11:00,02:34:34.0540000
5584,U22726,529,13:56:00,17:11:22.2180000
5585,U28620,529,09:19:00,12:13:22.2180000
5586,U22665,529,05:21:00,08:15:22.2180000
5587,U25240,529,22:29:00,1.01:18:22.2180000
5588,U28228,530,05:17:00,06:45:16.1520000
5589,U23563,530,04:27:00,05:53:16.1520000
5590,U24246,530,21:58:00,23:23:16.1520000
5591,U28812,530,07:14:00,08:20:16.1520000
5592,U21352,530,23:52:00,1.01:09:16.1520000
5593,U29084,530,23:21:00,1.00:33:16.1520000
5594,U24687,530,21:57:00,23:23:16.1520000
5595,U28973,530,13:24:00,14:31:16.1520000
5596,U22805,530,00:13:00,01:15:16.1520000
5597,U24129,530,01:02:00,02:11:16.1520000
5598,U23271,530,04:17:00,05:36:16.1520000
5599,U23093,531,04:42:00,09:02:55.2360000
5600,U22153,531,05:16:00,09:41:55.2360000
5601,U24988,531,08:00:00,12:14:55.2360000
5602,U25313,531,04:51:00,09:16:55.2360000
5603,U27565,531,18:43:00,23:06:55.2360000
5604,U26195,531,06:34:00,10:53:55.2360000
5605,U29467,532,04:02:00,05:18:26.2210000
5606,U24935,532,05:02:00,06:02:26.2210000
5607,U27973,532,13:43:00,14:55:26.2210000
5608,U24834,532,12:28:00,13:49:26.2210000
5609,U22183,532,05:35:00,06:54:26.2210000
5610,U26083,532,04:18:00,05:31:26.2210000
5611,U28553,532,09:47:00,11:07:26.2210000
5612,U24196,532,19:21:00,20:36:26.2210000
5613,U29768,532,01:13:00,02:25:26.2210000
5614,U28815,532,19:27:00,20:35:26.2210000
5615,U27820,533,13:13:00,17:31:22.1650000
5616,U25455,533,15:47:00,19:53:22.1650000
5617,U26103,533,11:28:00,15:26:22.1650000
5618,U24106,533,10:52:00,14:49:22.1650000
5619,U25982,533,23:39:00,1.03:47:22.1650000
5620,U24393,533,04:28:00,08:47:22.1650000
5621,U27481,533,02:56:00,07:07:22.1650000
5622,U27690,533,21:02:00,1.01:08:22.1650000
5623,U24204,533,16:06:00,20:19:22.1650000
5624,U21001,533,02:43:00,06:44:22.1650000
5625,U21510,533,11:58:00,16:15:22.1650000
5626,U22152,533,12:45:00,16:57:22.1650000
5627,U21850,533,15:34:00,19:34:22.1650000
5628,U28279,533,17:52:00,21:52:22.1650000
5629,U23405,533,23:13:00,1.03:20:22.1650000
5630,U24069,533,04:26:00,08:24:22.1650000
5631,U29654,533,07:49:00,11:47:22.1650000
5632,U21844,534,11:20:00,15:13:57.7030000
5633,U21549,534,23:01:00,1.03:21:57.7030000
5634,U25858,534,19:07:00,23:27:57.7030000
5635,U29355,534,23:11:00,1.03:21:57.7030000
5636,U28054,534,20:18:00,1.00:26:57.7030000
5637,U29077,534,13:59:00,18:11:57.7030000
5638,U24830,534,17:14:00,21:24:57.7030000
5639,U21136,534,23:05:00,1.03:22:57.7030000
5640,U25834,534,21:39:00,1.01:49:57.7030000
5641,U23307,535,16:31:00,18:06:39.8140000
5642,U29135,535,20:40:00,22:25:39.8140000
5643,U26064,535,17:58:00,19:24:39.8140000
5644,U23862,535,11:30:00,13:20:39.8140000
5645,U24820,535,04:54:00,06:19:39.8140000
5646,U24297,535,14:10:00,15:38:39.8140000
5647,U25752,535,15:42:00,17:26:39.8140000
5648,U26919,535,14:34:00,16:27:39.8140000
5649,U27018,535,16:10:00,17:52:39.8140000
5650,U24677,535,12:43:00,14:31:39.8140000
5651,U22063,535,12:37:00,14:08:39.8140000
5652,U29479,535,12:58:00,14:28:39.8140000
5653,U25325,535,22:08:00,23:49:39.8140000
5654,U24373,536,06:07:00,07:16:41.9980000
5655,U23528,536,05:15:00,06:35:41.9980000
5656,U26422,536,19:58:00,21:11:41.9980000
5657,U24015,536,10:24:00,11:27:41.9980000
5658,U25921,536,19:07:00,20:21:41.9980000
5659,U29754,536,07:14:00,08:34:41.9980000
5660,U21186,536,20:17:00,21:29:41.9980000
5661,U26235,536,14:23:00,15:50:41.9980000
5662,U25634,537,07:57:00,09:43:05.4820000
5663,U26442,537,20:12:00,21:47:05.4820000
5664,U26701,537,11:09:00,12:55:05.4820000
5665,U26559,537,01:41:00,03:24:05.4820000
5666,U25524,537,18:49:00,20:20:05.4820000
5667,U24766,537,21:54:00,23:37:05.4820000
5668,U26679,537,02:02:00,03:45:05.4820000
5669,U25461,537,11:08:00,12:47:05.4820000
5670,U23258,537,07:31:00,09:12:05.4820000
5671,U26799,537,21:45:00,23:32:05.4820000
5672,U24787,538,22:07:00,23:36:52.5030000
5673,U22356,538,06:35:00,08:04:52.5030000
5674,U28136,538,04:55:00,06:13:52.5030000
5675,U23920,538,08:09:00,09:36:52.5030000
5676,U28379,538,07:38:00,09:09:52.5030000
5677,U26648,538,18:35:00,19:50:52.5030000
5678,U28719,538,17:25:00,18:47:52.5030000
5679,U26449,538,22:20:00,23:45:52.5030000
5680,U21476,538,01:07:00,02:38:52.5030000
5681,U29349,538,00:51:00,02:11:52.5030000
5682,U29471,538,08:12:00,09:27:52.5030000
5683,U23845,538,11:06:00,12:28:52.5030000
5684,U24755,538,10:14:00,11:47:52.5030000
5685,U21760,539,10:29:00,15:24:21.1570000
5686,U26462,539,07:52:00,12:46:21.1570000
5687,U27310,539,22:56:00,1.03:56:21.1570000
5688,U29459,539,03:58:00,09:01:21.1570000
5689,U25457,539,04:39:00,09:31:21.1570000
5690,U25058,539,10:57:00,16:10:21.1570000
5691,U26738,539,20:59:00,1.02:17:21.1570000
5692,U29836,539,00:10:00,05:25:21.1570000
5693,U24239,539,01:43:00,06:33:21.1570000
5694,U22125,539,15:33:00,20:24:21.1570000
5695,U26963,539,18:06:00,23:22:21.1570000
5696,U22226,539,02:33:00,07:48:21.1570000
5697,U29195,539,23:41:00,1.04:31:21.1570000
5698,U27463,539,19:41:00,1.00:53:21.1570000
5699,U29350,539,10:31:00,15:32:21.1570000
5700,U25061,539,10:43:00,15:38:21.1570000
5701,U27279,540,15:23:00,19:12:11.4470000
5702,U27464,540,18:21:00,22:02:11.4470000
5703,U27492,540,20:28:00,1.00:26:11.4470000
5704,U24456,540,01:31:00,05:11:11.4470000
5705,U22292,540,10:32:00,14:21:11.4470000
5706,U24231,540,14:10:00,18:02:11.4470000
5707,U21673,540,13:53:00,17:30:11.4470000
5708,U21306,540,12:41:00,16:24:11.4470000
5709,U24276,540,09:13:00,12:49:11.4470000
5710,U22071,540,11:24:00,15:04:11.4470000
5711,U26757,541,17:14:00,18:28:40.5460000
5712,U29318,541,12:26:00,13:43:40.5460000
5713,U21065,541,01:51:00,03:02:40.5460000
5714,U24906,541,13:43:00,14:55:40.5460000
5715,U26717,541,03:45:00,05:13:40.5460000
5716,U29854,541,01:25:00,02:50:40.5460000
5717,U28469,541,16:01:00,17:16:40.5460000
5718,U25513,541,11:42:00,12:59:40.5460000
5719,U24132,541,22:58:00,1.00:07:40.5460000
5720,U22727,541,20:31:00,21:41:40.5460000
5721,U25135,542,21:19:00,1.01:27:41.1320000
5722,U26220,542,06:29:00,10:34:41.1320000
5723,U22999,542,17:30:00,21:41:41.1320000
5724,U21000,542,04:45:00,08:47:41.1320000
5725,U24736,542,20:23:00,1.00:42:41.1320000
5726,U27013,542,12:19:00,16:21:41.1320000
5727,U21284,542,06:59:00,11:01:41.1320000
5728,U22576,542,17:37:00,21:29:41.1320000
5729,U21273,542,07:47:00,11:49:41.1320000
5730,U25976,542,09:27:00,13:35:41.1320000
5731,U21587,542,23:41:00,1.03:56:41.1320000
5732,U22027,542,20:11:00,1.00:19:41.1320000
5733,U21614,542,13:25:00,17:46:41.1320000
5734,U24054,542,06:14:00,10:34:41.1320000
5735,U24512,542,04:31:00,08:42:41.1320000
5736,U28605,543,19:08:00,20:45:35.2490000
5737,U22171,543,20:40:00,22:15:35.2490000
5738,U23074,543,20:09:00,21:56:35.2490000
5739,U28095,543,18:03:00,19:55:35.2490000
5740,U22809,543,15:58:00,17:47:35.2490000
5741,U21501,543,10:38:00,12:06:35.2490000
5742,U28641,543,03:55:00,05:34:35.2490000
5743,U28418,543,03:55:00,05:41:35.2490000
5744,U27508,543,11:08:00,12:55:35.2490000
5745,U29046,543,18:03:00,19:47:35.2490000
5746,U25658,543,18:51:00,20:42:35.2490000
5747,U21188,543,06:12:00,08:01:35.2490000
5748,U25845,544,07:48:00,09:31:17.8210000
5749,U23230,544,23:45:00,1.01:23:17.8210000
5750,U24913,544,11:48:00,13:28:17.8210000
5751,U28695,544,11:06:00,12:28:17.8210000
5752,U27019,544,19:32:00,21:14:17.8210000
5753,U27439,544,05:37:00,07:25:17.8210000
5754,U29995,544,21:15:00,22:59:17.8210000
5755,U23923,544,12:38:00,14:16:17.8210000
5756,U22691,544,02:18:00,03:53:17.8210000
5757,U26748,544,11:49:00,13:28:17.8210000
5758,U27144,544,08:00:00,09:42:17.8210000
5759,U25566,544,05:09:00,06:47:17.8210000
5760,U23557,544,23:02:00,1.00:38:17.8210000
5761,U22312,544,11:39:00,13:29:17.8210000
5762,U27053,545,07:45:00,10:05:39.7700000
5763,U22393,545,07:33:00,10:01:39.7700000
5764,U26304,545,21:06:00,23:06:39.7700000
5765,U27847,545,13:48:00,16:06:39.7700000
5766,U24685,545,19:37:00,21:52:39.7700000
5767,U29941,545,01:34:00,04:00:39.7700000
5768,U27929,545,19:15:00,21:16:39.7700000
5769,U29289,545,18:12:00,20:33:39.7700000
5770,U28152,545,17:12:00,19:18:39.7700000
5771,U24862,545,06:03:00,08:27:39.7700000
5772,U26077,545,10:34:00,12:41:39.7700000
5773,U27606,546,14:15:00,15:36:05.4480000
5774,U26641,546,07:01:00,08:30:05.4480000
5775,U21681,546,13:47:00,14:59:05.4480000
5776,U21773,546,10:19:00,11:34:05.4480000
5777,U24627,546,16:41:00,18:09:05.4480000
5778,U28207,546,04:15:00,05:33:05.4480000
5779,U26066,546,00:46:00,02:11:05.4480000
5780,U29029,547,15:33:00,18:44:20.0470000
5781,U21623,547,19:42:00,22:49:20.0470000
5782,U24508,547,02:44:00,05:40:20.0470000
5783,U25624,547,02:29:00,05:21:20.0470000
5784,U27532,547,04:32:00,07:33:20.0470000
5785,U22106,547,03:07:00,05:55:20.0470000
5786,U28951,547,14:40:00,17:45:20.0470000
5787,U28810,547,06:44:00,09:53:20.0470000
5788,U24857,547,14:11:00,17:16:20.0470000
5789,U25447,547,17:36:00,20:37:20.0470000
5790,U27598,547,22:34:00,1.01:38:20.0470000
5791,U22923,547,08:48:00,11:57:20.0470000
5792,U28338,547,16:06:00,18:58:20.0470000
5793,U26182,547,09:48:00,12:59:20.0470000
5794,U21301,547,1.00:41:00,1.03:45:20.0470000
5795,U25306,547,11:08:00,14:14:20.0470000
5796,U29016,547,10:23:00,13:26:20.0470000
5797,U27874,548,10:45:00,13:16:35.4560000
5798,U22366,548,22:02:00,1.00:45:35.4560000
